Unit weight [kN/m3],Undrained Shear Strength [kPa],Saturated permeability [m/s],Soil Type [-],Slope angle [°],Slope length [m],Total length [m],Slope height [m],Total height Upstream [m],Total height Downstream [m],Soil depth upstream [m],Soil depth downstream [m],Bedrock depth upstream [m],Bedrock depth downstream [m],Initial piezometric surface depth - upstream [m],Initial piezometric surface depth - downstream [m],Return period of precipitation [years],Accumulated precipitation [mm],Precipitation duration [hrs],Factor of safety [-],Depth of slip surface [m],Final Piezometric surface depth - upstream [m],Final Piezometric surface depth - downstream [m]
12,175,0.0000000100,3,20,20,100,7.2794046853,25,17.7205953147,22.5000000000,15.2205953147,2.5000000000,2.5000000000,22.5000000000,15.2205953147,30.0000000000,315.9000000000,100,12.6230000000,20.0000000000,22.5000000000,15.2205953147
15,175,0.0000000100,3,20,20,100,7.2794046853,25,17.7205953147,22.5000000000,15.2205953147,2.5000000000,2.5000000000,22.5000000000,15.2205953147,30.0000000000,315.9000000000,100,9.9240000000,20.0000000000,22.5000000000,15.2205953147
18,175,0.0000000100,3,20,20,100,7.2794046853,25,17.7205953147,22.5000000000,15.2205953147,2.5000000000,2.5000000000,22.5000000000,15.2205953147,30.0000000000,315.9000000000,100,8.1750000000,20.0000000000,22.5000000000,15.2205953147
21,175,0.0000000100,3,20,20,100,7.2794046853,25,17.7205953147,22.5000000000,15.2205953147,2.5000000000,2.5000000000,22.5000000000,15.2205953147,30.0000000000,315.9000000000,100,6.9500000000,20.0000000000,22.5000000000,15.2205953147
24,175,0.0000000100,3,20,20,100,7.2794046853,25,17.7205953147,22.5000000000,15.2205953147,2.5000000000,2.5000000000,22.5000000000,15.2205953147,30.0000000000,315.9000000000,100,6.0450000000,20.0000000000,22.5000000000,15.2205953147
18,25,0.0000000100,3,20,20,100,7.2794046853,25,17.7205953147,22.5000000000,15.2205953147,2.5000000000,2.5000000000,22.5000000000,15.2205953147,30.0000000000,315.9000000000,100,1.1680000000,20.0000000000,22.5000000000,15.2205953147
18,75,0.0000000100,3,20,20,100,7.2794046853,25,17.7205953147,22.5000000000,15.2205953147,2.5000000000,2.5000000000,22.5000000000,15.2205953147,30.0000000000,315.9000000000,100,3.5040000000,20.0000000000,22.5000000000,15.2205953147
18,225,0.0000000100,3,20,20,100,7.2794046853,25,17.7205953147,22.5000000000,15.2205953147,2.5000000000,2.5000000000,22.5000000000,15.2205953147,30.0000000000,315.9000000000,100,10.5110000000,20.0000000000,22.5000000000,15.2205953147
18,275,0.0000000100,3,20,20,100,7.2794046853,25,17.7205953147,22.5000000000,15.2205953147,2.5000000000,2.5000000000,22.5000000000,15.2205953147,30.0000000000,315.9000000000,100,12.8470000000,20.0000000000,22.5000000000,15.2205953147
18,325,0.0000000100,3,20,20,100,7.2794046853,25,17.7205953147,22.5000000000,15.2205953147,2.5000000000,2.5000000000,22.5000000000,15.2205953147,30.0000000000,315.9000000000,100,15.1820000000,20.0000000000,22.5000000000,15.2205953147
12,175,0.0000000100,3,20,20,100,7.2794046853,25,17.7205953147,22.5000000000,15.2205953147,2.5000000000,2.5000000000,22.5000000000,15.2205953147,200.0000000000,480.5000000000,100,12.6230000000,20.0000000000,22.5000000000,15.2205953147
15,175,0.0000000100,3,20,20,100,7.2794046853,25,17.7205953147,22.5000000000,15.2205953147,2.5000000000,2.5000000000,22.5000000000,15.2205953147,200.0000000000,480.5000000000,100,9.9240000000,20.0000000000,22.5000000000,15.2205953147
18,175,0.0000000100,3,20,20,100,7.2794046853,25,17.7205953147,22.5000000000,15.2205953147,2.5000000000,2.5000000000,22.5000000000,15.2205953147,200.0000000000,480.5000000000,100,8.1750000000,20.0000000000,22.5000000000,15.2205953147
21,175,0.0000000100,3,20,20,100,7.2794046853,25,17.7205953147,22.5000000000,15.2205953147,2.5000000000,2.5000000000,22.5000000000,15.2205953147,200.0000000000,480.5000000000,100,6.9500000000,20.0000000000,22.5000000000,15.2205953147
24,175,0.0000000100,3,20,20,100,7.2794046853,25,17.7205953147,22.5000000000,15.2205953147,2.5000000000,2.5000000000,22.5000000000,15.2205953147,200.0000000000,480.5000000000,100,6.0450000000,20.0000000000,22.5000000000,15.2205953147
18,25,0.0000000100,3,20,20,100,7.2794046853,25,17.7205953147,22.5000000000,15.2205953147,2.5000000000,2.5000000000,22.5000000000,15.2205953147,200.0000000000,480.5000000000,100,1.1680000000,20.0000000000,22.5000000000,15.2205953147
18,75,0.0000000100,3,20,20,100,7.2794046853,25,17.7205953147,22.5000000000,15.2205953147,2.5000000000,2.5000000000,22.5000000000,15.2205953147,200.0000000000,480.5000000000,100,3.5040000000,20.0000000000,22.5000000000,15.2205953147
18,225,0.0000000100,3,20,20,100,7.2794046853,25,17.7205953147,22.5000000000,15.2205953147,2.5000000000,2.5000000000,22.5000000000,15.2205953147,200.0000000000,480.5000000000,100,10.5110000000,20.0000000000,22.5000000000,15.2205953147
18,275,0.0000000100,3,20,20,100,7.2794046853,25,17.7205953147,22.5000000000,15.2205953147,2.5000000000,2.5000000000,22.5000000000,15.2205953147,200.0000000000,480.5000000000,100,12.8470000000,20.0000000000,22.5000000000,15.2205953147
18,325,0.0000000100,3,20,20,100,7.2794046853,25,17.7205953147,22.5000000000,15.2205953147,2.5000000000,2.5000000000,22.5000000000,15.2205953147,200.0000000000,480.5000000000,100,15.1820000000,20.0000000000,22.5000000000,15.2205953147
12,175,0.0000000100,3,20,20,100,7.2794046853,25,17.7205953147,22.5000000000,15.2205953147,2.5000000000,2.5000000000,22.5000000000,15.2205953147,500.0000000000,586.0000000000,100,12.6230000000,20.0000000000,22.5000000000,15.2205953147
15,175,0.0000000100,3,20,20,100,7.2794046853,25,17.7205953147,22.5000000000,15.2205953147,2.5000000000,2.5000000000,22.5000000000,15.2205953147,500.0000000000,586.0000000000,100,9.9240000000,20.0000000000,22.5000000000,15.2205953147
18,175,0.0000000100,3,20,20,100,7.2794046853,25,17.7205953147,22.5000000000,15.2205953147,2.5000000000,2.5000000000,22.5000000000,15.2205953147,500.0000000000,586.0000000000,100,8.1750000000,20.0000000000,22.5000000000,15.2205953147
21,175,0.0000000100,3,20,20,100,7.2794046853,25,17.7205953147,22.5000000000,15.2205953147,2.5000000000,2.5000000000,22.5000000000,15.2205953147,500.0000000000,586.0000000000,100,6.9500000000,20.0000000000,22.5000000000,15.2205953147
24,175,0.0000000100,3,20,20,100,7.2794046853,25,17.7205953147,22.5000000000,15.2205953147,2.5000000000,2.5000000000,22.5000000000,15.2205953147,500.0000000000,586.0000000000,100,6.0450000000,20.0000000000,22.5000000000,15.2205953147
18,25,0.0000000100,3,20,20,100,7.2794046853,25,17.7205953147,22.5000000000,15.2205953147,2.5000000000,2.5000000000,22.5000000000,15.2205953147,500.0000000000,586.0000000000,100,1.1680000000,20.0000000000,22.5000000000,15.2205953147
18,75,0.0000000100,3,20,20,100,7.2794046853,25,17.7205953147,22.5000000000,15.2205953147,2.5000000000,2.5000000000,22.5000000000,15.2205953147,500.0000000000,586.0000000000,100,3.5040000000,20.0000000000,22.5000000000,15.2205953147
18,225,0.0000000100,3,20,20,100,7.2794046853,25,17.7205953147,22.5000000000,15.2205953147,2.5000000000,2.5000000000,22.5000000000,15.2205953147,500.0000000000,586.0000000000,100,10.5110000000,20.0000000000,22.5000000000,15.2205953147
18,275,0.0000000100,3,20,20,100,7.2794046853,25,17.7205953147,22.5000000000,15.2205953147,2.5000000000,2.5000000000,22.5000000000,15.2205953147,500.0000000000,586.0000000000,100,12.8470000000,20.0000000000,22.5000000000,15.2205953147
18,325,0.0000000100,3,20,20,100,7.2794046853,25,17.7205953147,22.5000000000,15.2205953147,2.5000000000,2.5000000000,22.5000000000,15.2205953147,500.0000000000,586.0000000000,100,15.1820000000,20.0000000000,22.5000000000,15.2205953147
12,175,0.0000000100,3,20,40,200,14.5588093706,45,30.4411906294,40.5000000000,25.9411906294,4.5000000000,4.5000000000,40.5000000000,25.9411906294,30.0000000000,315.9000000000,100,6.3720000000,36.0000000000,40.5000000000,25.9411906294
15,175,0.0000000100,3,20,40,200,14.5588093706,45,30.4411906294,40.5000000000,25.9411906294,4.5000000000,4.5000000000,40.5000000000,25.9411906294,30.0000000000,315.9000000000,100,5.0090000000,36.0000000000,40.5000000000,25.9411906294
18,175,0.0000000100,3,20,40,200,14.5588093706,45,30.4411906294,40.5000000000,25.9411906294,4.5000000000,4.5000000000,40.5000000000,25.9411906294,30.0000000000,315.9000000000,100,4.1270000000,36.0000000000,40.5000000000,25.9411906294
21,175,0.0000000100,3,20,40,200,14.5588093706,45,30.4411906294,40.5000000000,25.9411906294,4.5000000000,4.5000000000,40.5000000000,25.9411906294,30.0000000000,315.9000000000,100,3.5090000000,36.0000000000,40.5000000000,25.9411906294
24,175,0.0000000100,3,20,40,200,14.5588093706,45,30.4411906294,40.5000000000,25.9411906294,4.5000000000,4.5000000000,40.5000000000,25.9411906294,30.0000000000,315.9000000000,100,3.0520000000,36.0000000000,40.5000000000,25.9411906294
18,75,0.0000000100,3,20,40,200,14.5588093706,45,30.4411906294,40.5000000000,25.9411906294,4.5000000000,4.5000000000,40.5000000000,25.9411906294,30.0000000000,315.9000000000,100,1.7690000000,36.0000000000,40.5000000000,25.9411906294
18,225,0.0000000100,3,20,40,200,14.5588093706,45,30.4411906294,40.5000000000,25.9411906294,4.5000000000,4.5000000000,40.5000000000,25.9411906294,30.0000000000,315.9000000000,100,5.3060000000,36.0000000000,40.5000000000,25.9411906294
18,275,0.0000000100,3,20,40,200,14.5588093706,45,30.4411906294,40.5000000000,25.9411906294,4.5000000000,4.5000000000,40.5000000000,25.9411906294,30.0000000000,315.9000000000,100,6.4850000000,36.0000000000,40.5000000000,25.9411906294
18,325,0.0000000100,3,20,40,200,14.5588093706,45,30.4411906294,40.5000000000,25.9411906294,4.5000000000,4.5000000000,40.5000000000,25.9411906294,30.0000000000,315.9000000000,100,7.6640000000,36.0000000000,40.5000000000,25.9411906294
12,175,0.0000000100,3,20,40,200,14.5588093706,45,30.4411906294,40.5000000000,25.9411906294,4.5000000000,4.5000000000,40.5000000000,25.9411906294,200.0000000000,480.5000000000,100,6.3720000000,36.0000000000,40.5000000000,25.9411906294
15,175,0.0000000100,3,20,40,200,14.5588093706,45,30.4411906294,40.5000000000,25.9411906294,4.5000000000,4.5000000000,40.5000000000,25.9411906294,200.0000000000,480.5000000000,100,5.0090000000,36.0000000000,40.5000000000,25.9411906294
18,175,0.0000000100,3,20,40,200,14.5588093706,45,30.4411906294,40.5000000000,25.9411906294,4.5000000000,4.5000000000,40.5000000000,25.9411906294,200.0000000000,480.5000000000,100,4.1270000000,36.0000000000,40.5000000000,25.9411906294
21,175,0.0000000100,3,20,40,200,14.5588093706,45,30.4411906294,40.5000000000,25.9411906294,4.5000000000,4.5000000000,40.5000000000,25.9411906294,200.0000000000,480.5000000000,100,3.5090000000,36.0000000000,40.5000000000,25.9411906294
24,175,0.0000000100,3,20,40,200,14.5588093706,45,30.4411906294,40.5000000000,25.9411906294,4.5000000000,4.5000000000,40.5000000000,25.9411906294,200.0000000000,480.5000000000,100,3.0520000000,36.0000000000,40.5000000000,25.9411906294
18,75,0.0000000100,3,20,40,200,14.5588093706,45,30.4411906294,40.5000000000,25.9411906294,4.5000000000,4.5000000000,40.5000000000,25.9411906294,200.0000000000,480.5000000000,100,1.7690000000,36.0000000000,40.5000000000,25.9411906294
18,225,0.0000000100,3,20,40,200,14.5588093706,45,30.4411906294,40.5000000000,25.9411906294,4.5000000000,4.5000000000,40.5000000000,25.9411906294,200.0000000000,480.5000000000,100,5.3060000000,36.0000000000,40.5000000000,25.9411906294
18,275,0.0000000100,3,20,40,200,14.5588093706,45,30.4411906294,40.5000000000,25.9411906294,4.5000000000,4.5000000000,40.5000000000,25.9411906294,200.0000000000,480.5000000000,100,6.4850000000,36.0000000000,40.5000000000,25.9411906294
18,325,0.0000000100,3,20,40,200,14.5588093706,45,30.4411906294,40.5000000000,25.9411906294,4.5000000000,4.5000000000,40.5000000000,25.9411906294,200.0000000000,480.5000000000,100,7.6640000000,36.0000000000,40.5000000000,25.9411906294
12,175,0.0000000100,3,20,40,200,14.5588093706,45,30.4411906294,40.5000000000,25.9411906294,4.5000000000,4.5000000000,40.5000000000,25.9411906294,500.0000000000,586.0000000000,100,6.3720000000,36.0000000000,40.5000000000,25.9411906294
15,175,0.0000000100,3,20,40,200,14.5588093706,45,30.4411906294,40.5000000000,25.9411906294,4.5000000000,4.5000000000,40.5000000000,25.9411906294,500.0000000000,586.0000000000,100,5.0090000000,36.0000000000,40.5000000000,25.9411906294
18,175,0.0000000100,3,20,40,200,14.5588093706,45,30.4411906294,40.5000000000,25.9411906294,4.5000000000,4.5000000000,40.5000000000,25.9411906294,500.0000000000,586.0000000000,100,4.1270000000,36.0000000000,40.5000000000,25.9411906294
21,175,0.0000000100,3,20,40,200,14.5588093706,45,30.4411906294,40.5000000000,25.9411906294,4.5000000000,4.5000000000,40.5000000000,25.9411906294,500.0000000000,586.0000000000,100,3.5090000000,36.0000000000,40.5000000000,25.9411906294
24,175,0.0000000100,3,20,40,200,14.5588093706,45,30.4411906294,40.5000000000,25.9411906294,4.5000000000,4.5000000000,40.5000000000,25.9411906294,500.0000000000,586.0000000000,100,3.0520000000,36.0000000000,40.5000000000,25.9411906294
18,75,0.0000000100,3,20,40,200,14.5588093706,45,30.4411906294,40.5000000000,25.9411906294,4.5000000000,4.5000000000,40.5000000000,25.9411906294,500.0000000000,586.0000000000,100,1.7690000000,36.0000000000,40.5000000000,25.9411906294
18,225,0.0000000100,3,20,40,200,14.5588093706,45,30.4411906294,40.5000000000,25.9411906294,4.5000000000,4.5000000000,40.5000000000,25.9411906294,500.0000000000,586.0000000000,100,5.3060000000,36.0000000000,40.5000000000,25.9411906294
18,275,0.0000000100,3,20,40,200,14.5588093706,45,30.4411906294,40.5000000000,25.9411906294,4.5000000000,4.5000000000,40.5000000000,25.9411906294,500.0000000000,586.0000000000,100,6.4850000000,36.0000000000,40.5000000000,25.9411906294
18,325,0.0000000100,3,20,40,200,14.5588093706,45,30.4411906294,40.5000000000,25.9411906294,4.5000000000,4.5000000000,40.5000000000,25.9411906294,500.0000000000,586.0000000000,100,7.6640000000,36.0000000000,40.5000000000,25.9411906294
12,175,0.0000000100,3,30,20,100,11.5470053838,35,23.4529946162,31.5000000000,19.9529946162,3.5000000000,3.5000000000,31.5000000000,19.9529946162,30.0000000000,315.9000000000,100,8.0140000000,21.0000000000,31.5000000000,19.9529946162
15,175,0.0000000100,3,30,20,100,11.5470053838,35,23.4529946162,31.5000000000,19.9529946162,3.5000000000,3.5000000000,31.5000000000,19.9529946162,30.0000000000,315.9000000000,100,6.3000000000,21.0000000000,31.5000000000,19.9529946162
21,175,0.0000000100,3,30,20,100,11.5470053838,35,23.4529946162,31.5000000000,19.9529946162,3.5000000000,3.5000000000,31.5000000000,19.9529946162,30.0000000000,315.9000000000,100,4.4130000000,21.0000000000,31.5000000000,19.9529946162
18,25,0.0000000100,3,30,20,100,11.5470053838,35,23.4529946162,31.5000000000,19.9529946162,3.5000000000,3.5000000000,31.5000000000,19.9529946162,30.0000000000,315.9000000000,100,0.7420000000,21.0000000000,31.5000000000,19.9529946162
18,75,0.0000000100,3,30,20,100,11.5470053838,35,23.4529946162,31.5000000000,19.9529946162,3.5000000000,3.5000000000,31.5000000000,19.9529946162,30.0000000000,315.9000000000,100,2.2240000000,21.0000000000,31.5000000000,19.9529946162
18,125,0.0000000100,3,30,20,100,11.5470053838,35,23.4529946162,31.5000000000,19.9529946162,3.5000000000,3.5000000000,31.5000000000,19.9529946162,30.0000000000,315.9000000000,100,3.7080000000,21.0000000000,31.5000000000,19.9529946162
18,275,0.0000000100,3,30,20,100,11.5470053838,35,23.4529946162,31.5000000000,19.9529946162,3.5000000000,3.5000000000,31.5000000000,19.9529946162,30.0000000000,315.9000000000,100,8.1560000000,21.0000000000,31.5000000000,19.9529946162
18,325,0.0000000100,3,30,20,100,11.5470053838,35,23.4529946162,31.5000000000,19.9529946162,3.5000000000,3.5000000000,31.5000000000,19.9529946162,30.0000000000,315.9000000000,100,9.6390000000,21.0000000000,31.5000000000,19.9529946162
12,175,0.0000000100,3,30,20,100,11.5470053838,35,23.4529946162,31.5000000000,19.9529946162,3.5000000000,3.5000000000,31.5000000000,19.9529946162,200.0000000000,480.5000000000,100,8.0140000000,21.0000000000,31.5000000000,19.9529946162
15,175,0.0000000100,3,30,20,100,11.5470053838,35,23.4529946162,31.5000000000,19.9529946162,3.5000000000,3.5000000000,31.5000000000,19.9529946162,200.0000000000,480.5000000000,100,6.3000000000,21.0000000000,31.5000000000,19.9529946162
21,175,0.0000000100,3,30,20,100,11.5470053838,35,23.4529946162,31.5000000000,19.9529946162,3.5000000000,3.5000000000,31.5000000000,19.9529946162,200.0000000000,480.5000000000,100,4.4130000000,21.0000000000,31.5000000000,19.9529946162
18,25,0.0000000100,3,30,20,100,11.5470053838,35,23.4529946162,31.5000000000,19.9529946162,3.5000000000,3.5000000000,31.5000000000,19.9529946162,200.0000000000,480.5000000000,100,0.7420000000,21.0000000000,31.5000000000,19.9529946162
18,75,0.0000000100,3,30,20,100,11.5470053838,35,23.4529946162,31.5000000000,19.9529946162,3.5000000000,3.5000000000,31.5000000000,19.9529946162,200.0000000000,480.5000000000,100,2.2240000000,21.0000000000,31.5000000000,19.9529946162
18,125,0.0000000100,3,30,20,100,11.5470053838,35,23.4529946162,31.5000000000,19.9529946162,3.5000000000,3.5000000000,31.5000000000,19.9529946162,200.0000000000,480.5000000000,100,3.7080000000,21.0000000000,31.5000000000,19.9529946162
18,275,0.0000000100,3,30,20,100,11.5470053838,35,23.4529946162,31.5000000000,19.9529946162,3.5000000000,3.5000000000,31.5000000000,19.9529946162,200.0000000000,480.5000000000,100,8.1560000000,21.0000000000,31.5000000000,19.9529946162
18,325,0.0000000100,3,30,20,100,11.5470053838,35,23.4529946162,31.5000000000,19.9529946162,3.5000000000,3.5000000000,31.5000000000,19.9529946162,200.0000000000,480.5000000000,100,9.6390000000,21.0000000000,31.5000000000,19.9529946162
12,175,0.0000000100,3,30,20,100,11.5470053838,35,23.4529946162,31.5000000000,19.9529946162,3.5000000000,3.5000000000,31.5000000000,19.9529946162,500.0000000000,586.0000000000,100,8.0140000000,21.0000000000,31.5000000000,19.9529946162
15,175,0.0000000100,3,30,20,100,11.5470053838,35,23.4529946162,31.5000000000,19.9529946162,3.5000000000,3.5000000000,31.5000000000,19.9529946162,500.0000000000,586.0000000000,100,6.3000000000,21.0000000000,31.5000000000,19.9529946162
21,175,0.0000000100,3,30,20,100,11.5470053838,35,23.4529946162,31.5000000000,19.9529946162,3.5000000000,3.5000000000,31.5000000000,19.9529946162,500.0000000000,586.0000000000,100,4.4130000000,21.0000000000,31.5000000000,19.9529946162
18,25,0.0000000100,3,30,20,100,11.5470053838,35,23.4529946162,31.5000000000,19.9529946162,3.5000000000,3.5000000000,31.5000000000,19.9529946162,500.0000000000,586.0000000000,100,0.7420000000,21.0000000000,31.5000000000,19.9529946162
18,75,0.0000000100,3,30,20,100,11.5470053838,35,23.4529946162,31.5000000000,19.9529946162,3.5000000000,3.5000000000,31.5000000000,19.9529946162,500.0000000000,586.0000000000,100,2.2240000000,21.0000000000,31.5000000000,19.9529946162
18,125,0.0000000100,3,30,20,100,11.5470053838,35,23.4529946162,31.5000000000,19.9529946162,3.5000000000,3.5000000000,31.5000000000,19.9529946162,500.0000000000,586.0000000000,100,3.7080000000,21.0000000000,31.5000000000,19.9529946162
18,275,0.0000000100,3,30,20,100,11.5470053838,35,23.4529946162,31.5000000000,19.9529946162,3.5000000000,3.5000000000,31.5000000000,19.9529946162,500.0000000000,586.0000000000,100,8.1560000000,21.0000000000,31.5000000000,19.9529946162
