Unit weight [kN/m3],Undrained Shear Strength [kPa],Saturated permeability [m/s],Soil Type [-],Slope angle [°],Slope length [m],Total length [m],Slope height [m],Total height Upstream [m],Total height Downstream [m],Soil depth upstream [m],Soil depth downstream [m],Bedrock depth upstream [m],Bedrock depth downstream [m],Initial piezometric surface depth - upstream [m],Initial piezometric surface depth - downstream [m],Return period of precipitation [years],Accumulated precipitation [mm],Precipitation duration [hrs],Factor of safety [-],Depth of slip surface [m],Final Piezometric surface depth - upstream [m],Final Piezometric surface depth - downstream [m]
12,175,0.0000000100,3,20,20,100,7.2794046853,25,17.7205953147,22.5000000000,15.2205953147,2.5000000000,2.5000000000,0.0000000000,0.0000000000,200.0000000000,480.5000000000,100,11.5990000000,20.0000000000,0.0000000000,0.0000000000
15,175,0.0000000100,3,20,20,100,7.2794046853,25,17.7205953147,22.5000000000,15.2205953147,2.5000000000,2.5000000000,0.0000000000,0.0000000000,200.0000000000,480.5000000000,100,9.2800000000,20.0000000000,0.0000000000,0.0000000000
18,175,0.0000000100,3,20,20,100,7.2794046853,25,17.7205953147,22.5000000000,15.2205953147,2.5000000000,2.5000000000,0.0000000000,0.0000000000,200.0000000000,480.5000000000,100,7.7330000000,20.0000000000,0.0000000000,0.0000000000
21,175,0.0000000100,3,20,20,100,7.2794046853,25,17.7205953147,22.5000000000,15.2205953147,2.5000000000,2.5000000000,0.0000000000,0.0000000000,200.0000000000,480.5000000000,100,6.6280000000,20.0000000000,0.0000000000,0.0000000000
24,175,0.0000000100,3,20,20,100,7.2794046853,25,17.7205953147,22.5000000000,15.2205953147,2.5000000000,2.5000000000,0.0000000000,0.0000000000,200.0000000000,480.5000000000,100,5.8000000000,20.0000000000,0.0000000000,0.0000000000
18,75,0.0000000100,3,20,20,100,7.2794046853,25,17.7205953147,22.5000000000,15.2205953147,2.5000000000,2.5000000000,0.0000000000,0.0000000000,200.0000000000,480.5000000000,100,3.3140000000,20.0000000000,0.0000000000,0.0000000000
18,125,0.0000000100,3,20,20,100,7.2794046853,25,17.7205953147,22.5000000000,15.2205953147,2.5000000000,2.5000000000,0.0000000000,0.0000000000,200.0000000000,480.5000000000,100,5.5240000000,20.0000000000,0.0000000000,0.0000000000
18,225,0.0000000100,3,20,20,100,7.2794046853,25,17.7205953147,22.5000000000,15.2205953147,2.5000000000,2.5000000000,0.0000000000,0.0000000000,200.0000000000,480.5000000000,100,9.9420000000,20.0000000000,0.0000000000,0.0000000000
18,275,0.0000000100,3,20,20,100,7.2794046853,25,17.7205953147,22.5000000000,15.2205953147,2.5000000000,2.5000000000,0.0000000000,0.0000000000,200.0000000000,480.5000000000,100,12.1520000000,20.0000000000,0.0000000000,0.0000000000
18,325,0.0000000100,3,20,20,100,7.2794046853,25,17.7205953147,22.5000000000,15.2205953147,2.5000000000,2.5000000000,0.0000000000,0.0000000000,200.0000000000,480.5000000000,100,14.3610000000,20.0000000000,0.0000000000,0.0000000000
12,175,0.0000000100,3,20,20,100,7.2794046853,25,17.7205953147,22.5000000000,15.2205953147,2.5000000000,2.5000000000,0.0000000000,0.0000000000,500.0000000000,586.0000000000,100,11.5990000000,20.0000000000,0.0000000000,0.0000000000
15,175,0.0000000100,3,20,20,100,7.2794046853,25,17.7205953147,22.5000000000,15.2205953147,2.5000000000,2.5000000000,0.0000000000,0.0000000000,500.0000000000,586.0000000000,100,9.2800000000,20.0000000000,0.0000000000,0.0000000000
18,175,0.0000000100,3,20,20,100,7.2794046853,25,17.7205953147,22.5000000000,15.2205953147,2.5000000000,2.5000000000,0.0000000000,0.0000000000,500.0000000000,586.0000000000,100,7.7330000000,20.0000000000,0.0000000000,0.0000000000
21,175,0.0000000100,3,20,20,100,7.2794046853,25,17.7205953147,22.5000000000,15.2205953147,2.5000000000,2.5000000000,0.0000000000,0.0000000000,500.0000000000,586.0000000000,100,6.6280000000,20.0000000000,0.0000000000,0.0000000000
24,175,0.0000000100,3,20,20,100,7.2794046853,25,17.7205953147,22.5000000000,15.2205953147,2.5000000000,2.5000000000,0.0000000000,0.0000000000,500.0000000000,586.0000000000,100,5.8000000000,20.0000000000,0.0000000000,0.0000000000
18,75,0.0000000100,3,20,20,100,7.2794046853,25,17.7205953147,22.5000000000,15.2205953147,2.5000000000,2.5000000000,0.0000000000,0.0000000000,500.0000000000,586.0000000000,100,3.3140000000,20.0000000000,0.0000000000,0.0000000000
18,125,0.0000000100,3,20,20,100,7.2794046853,25,17.7205953147,22.5000000000,15.2205953147,2.5000000000,2.5000000000,0.0000000000,0.0000000000,500.0000000000,586.0000000000,100,5.5240000000,20.0000000000,0.0000000000,0.0000000000
18,225,0.0000000100,3,20,20,100,7.2794046853,25,17.7205953147,22.5000000000,15.2205953147,2.5000000000,2.5000000000,0.0000000000,0.0000000000,500.0000000000,586.0000000000,100,9.9420000000,20.0000000000,0.0000000000,0.0000000000
18,275,0.0000000100,3,20,20,100,7.2794046853,25,17.7205953147,22.5000000000,15.2205953147,2.5000000000,2.5000000000,0.0000000000,0.0000000000,500.0000000000,586.0000000000,100,12.1520000000,20.0000000000,0.0000000000,0.0000000000
18,325,0.0000000100,3,20,20,100,7.2794046853,25,17.7205953147,22.5000000000,15.2205953147,2.5000000000,2.5000000000,0.0000000000,0.0000000000,500.0000000000,586.0000000000,100,14.3610000000,20.0000000000,0.0000000000,0.0000000000
